Kategorie,ArtikelNr,Bezeichnung,Hersteller,Land,Qualitaet,Gebinde,PreisInklMwst,EntMwst,MwstSatz
Trockenware,536253,Lupinenkaffee instant glutenfrei - Nachfüllbeutel,Naturata,Diverse,100% Biozutaten,6x200g,47.5645,2.8812,7
Trockenware,536254,Lupinenkaffee instant glutenfrei - Dose,Naturata,Diverse,100% Biozutaten,6x100g,28.5664,1.7304,7
Trockenware,536258,Lupinenkaffee glutenfrei zum Filtern,Naturata,Europäische Union,EG-Bio,10x500g,43.9128,2.66,7
Trockenware,536259,Lupinenkaffee Kakao instant - Dose,Naturata,Diverse,100% Biozutaten,6x175g,36.8174,2.2302,7
Trockenware,536260,Lupinenkaffee Guarana instant - Dose,Naturata,Diverse,100% Biozutaten,6x150g,34.5987,2.0958,7
Trockenware,536268,Salbeitee - Tbt,Herbaria,Deutschland,EG-Bio,6x15x2g,13.8672,0.84,7
Trockenware,536269,Nieren-Blasen-Tee Nr.23 - Tbt,Salus,Diverse,konventionell,6x15x2g,17.334,1.05,7
Trockenware,536270,Bachblütentee - Für alle Fälle - Tbt,Salus,Diverse,100% Biozutaten,6x15x2g,19.3447,1.1718,7
Trockenware,536271,Bachblütentee - Ruhe & Gelassenheit - Tbt,Salus,Diverse,100% Biozutaten,6x15x2g,19.3447,1.1718,7
Trockenware,536272,Bachblütentee - Kraft & Energie - Tbt,Salus,Diverse,100% Biozutaten,6x15x2g,19.3447,1.1718,7
Trockenware,536280,Bachblütentee - Klarheit & Zentrierung - Tbt,Salus,Diverse,100% Biozutaten,6x15x2g,19.3447,1.1718,7
Trockenware,536281,Bachblütentee - Freude & Harmonie - Tbt,Salus,Diverse,100% Biozutaten,6x15x2g,19.3447,1.1718,7
Trockenware,536311,Heiße Schokolade - Nachfüllbeutel,Naturata,Diverse,100% Biozutaten,8x300g,45.2071,2.7384,7
Trockenware,536314,Café Benita instant Fairness,GEPA,Diverse,EG-Bio,6x100g,57.8956,3.507,7
Trockenware,536321,Zichorienkaffee instant - Nachfüllbeutel,Naturata,Diverse,EG-Bio,6x220g,54.1514,3.2802,7
Trockenware,536415,Café Benita instant Fairness entkoffeiniert,GEPA,Diverse,EG-Bio,6x100g,50.8926,3.0828,7
Trockenware,536423,Wildtee Laos Golden Seylom WFTO,Cha Do,LAO,EG-Bio,10x200g,56.0466,3.395,7
Trockenware,536424,Darjeeling Broken Blend Schwarztee WFTO,Cha Do,Indien,EG-Bio,10x200g,56.0466,3.395,7
Trockenware,536426,Zucchini-Kürbis und Kartoffeln,Holle,Europäische Union,Demeter (Deutschland),6x190g,6.5176,0.3948,7
Trockenware,536427,Holle Stilltee - Tbt,Holle,Deutschland,100% Biozutaten,8x30g,18.9518,1.148,7
Trockenware,536500,Maniok Chips Meersalz vegan,El Origen,Diverse,100% Biozutaten,8x60g,13.405,0.812,7
Trockenware,536501,Kochbananen Chips Paprika vegan,El Origen,Diverse,100% Biozutaten,8x80g,13.405,0.812,7
Trockenware,536502,Kochbananen Chips Meersalz vegan,El Origen,Diverse,100% Biozutaten,8x80g,13.405,0.812,7
Trockenware,536507,Kochbananen Chips BBQ vegan,El Origen,Diverse,100% Biozutaten,8x80g,13.405,0.812,7
Trockenware,536510,Maniok Chips Sourcream & Onion vegan,El Origen,Diverse,100% Biozutaten,8x60g,13.405,0.812,7
Trockenware,536696,Zitronenverbene - Tbt,Sonnentor,Diverse,EG-Bio,"6x18x1,5g",16.294,0.987,7
Trockenware,536697,Lindenblüten - Tbt,Sonnentor,Tschechische Republik,EG-Bio,"6x18x1,5g",19.1367,1.1592,7
Trockenware,536699,Fencheltee - Tbt,Sonnentor,Diverse,EG-Bio,"6x18x1,5g",16.294,0.987,7
Trockenware,536715,Brennesseltee - Tbt,Sonnentor,Diverse,EG-Bio,"6x18x1,8g",16.294,0.987,7
Trockenware,536716,Frauenmantel,Sonnentor,Diverse,EG-Bio,6x40g,18.3047,1.1088,7
Trockenware,536718,Holunderblütentee - Tbt,Sonnentor,Tschechische Republik,EG-Bio,"6x18x1,5g",19.1367,1.1592,7
Trockenware,536746,Grüntee - Matcha Zitrone - Tbt,Yogi Tea,Diverse,100% Biozutaten,"6x17x1,8g",14.6992,0.8904,7
Trockenware,536747,Natürliche Abwehr - Tbt,Yogi Tea,Diverse,100% Biozutaten,"6x17x2,0g",14.6992,0.8904,7
Trockenware,536775,Getreidekaffee Zimt & Kardamom instant - Dose,Naturata,Diverse,100% Biozutaten,6x125g,25.9317,1.5708,7
Trockenware,536776,Kurkuma Orange - Tbt,Yogi Tea,Diverse,100% Biozutaten,"6x17x2,0g",14.6992,0.8904,7
Trockenware,537005,Keimsaat Mungbohnen,Sonnentor,Diverse,EG-Bio,6x120g,13.4512,0.8148,7
Trockenware,537006,Keimsaat Radieschen,Sonnentor,Diverse,EG-Bio,6x120g,16.8486,1.0206,7
Trockenware,537008,Keimsaat Sprossen-Mix,Sonnentor,Diverse,100% Biozutaten,6x120g,13.4512,0.8148,7
Trockenware,537010,Keimsaat Rucola,Sonnentor,Diverse,EG-Bio,6x120g,16.8486,1.0206,7
Trockenware,537039,Keimsaat Senfsaat gelb,Sonnentor,Diverse,EG-Bio,6x120g,13.4512,0.8148,7
Trockenware,540138,Basmatireis weiß,Unverpackt für Alle,Pakistan,EG-Bio,6x435g,20.1074,1.218,7
Trockenware,540139,Milchreis weiß,Unverpackt für Alle,Italien,EG-Bio,6x460G,19.7608,1.197,7
Trockenware,540166,Hirse BIOLAND aus Süddeutschland,Kornkreis,Baden-Württemberg,Bioland,6x500g,21.6328,1.3104,7
Trockenware,540172,Weizen DEMETER - lose,Spielberger,Baden-Württemberg,Demeter (Deutschland),25kg,34.9569,2.1175,7
Trockenware,540181,Roggen DEMETER - lose,Spielberger,Europäische Union,Demeter (Deutschland),25kg,32.1257,1.946,7
Trockenware,540186,Dinkel DEMETER - lose,Spielberger,Deutschland,Demeter (Deutschland),25kg,64.9447,3.934,7
Trockenware,540192,Langkornreis natur - unverpackt,Spielberger,Europäische Union,EG-Bio,5kg,15.4041,0.9331,7
Trockenware,540193,Basmati Reis weiß - unverpackt,Spielberger,Indien,EG-Bio,5kg,19.9341,1.2075,7
Trockenware,540194,Parboiled Reis Langkorn weiß - unverpackt,Spielberger,Europäische Union,EG-Bio,5kg,19.183,1.162,7
Trockenware,540195,Langkornreis weiß - unverpackt,Spielberger,Italien,EG-Bio,5kg,19.183,1.162,7
Trockenware,540197,Mittelkornreis natur - unverpackt,Spielberger,Italien,EG-Bio,5kg,15.9473,0.966,7
Trockenware,540220,Buchweizen aus Bayern,Tagwerk,Bayern,Naturland          ,8x500g,29.1211,1.764,7
Trockenware,540221,Bulgur aus Buchweizen,Tagwerk,Bayern,Naturland          ,8x500g,26.3477,1.596,7
Trockenware,540444,Goldhirse,Davert Mühle,Polen,EG-Bio,8x500g,17.75,1.0752,7
Trockenware,540466,Buchweizen aus Bayern,Tagwerk,Bayern,Naturland          ,6x1kg,37.3721,2.2638,7
Trockenware,540484,Hirse feinkörnig,Davert Mühle,Volksrepublik China,EG-Bio,8x500g,22.1875,1.344,7
Trockenware,540485,Hirse feinkörnig,Davert Mühle,Volksrepublik China,EG-Bio,8x1kg,37.9037,2.296,7
Trockenware,540486,Nackthafer NATURLAND aus Bayern,Tagwerk,Bayern,Naturland          ,6x1kg,19.4141,1.176,7
Trockenware,540495,Perldinkel aus Bayern,Tagwerk,Bayern,Naturland          ,8x500g,24.0365,1.456,7
Trockenware,540496,Perl-Emmer aus Bayern,Tagwerk,Bayern,Naturland          ,8x500g,25.8854,1.568,7
Trockenware,540543,Hafer geschält DEMETER - unverpackt,Spielberger,Deutschland,Demeter (Deutschland),5kg,11.5444,0.6993,7
Trockenware,540546,Buchweizen - unverpackt,Spielberger,Tschechische Republik,EG-Bio,5kg,17.9118,1.085,7
Trockenware,540551,Nackthafer DEMETER,Spielberger,Deutschland,Demeter (Deutschland),4x500g,6.9798,0.4228,7
Trockenware,540559,Quinoa weiß,Spielberger,Bolivien,EG-Bio,4x400g,13.9596,0.8456,7
Trockenware,540573,Milchreis Rundkorn weiß DEMETER,Spielberger,Italien,Demeter (Deutschland),6x1kg,25.0996,1.5204,7
Trockenware,540574,Risottoreis Ribe weiß,Spielberger,Italien,EG-Bio,4x500g,9.7533,0.5908,7
Trockenware,540575,Risottoreis Carnaroli weiß,Spielberger,Italien,EG-Bio,4x500g,14.8379,0.8988,7
Trockenware,540576,Langkornreis natur DEMETER,Spielberger,Italien,Demeter (Deutschland),4x500g,9.1986,0.5572,7
Trockenware,540577,Langkornreis natur DEMETER,Spielberger,Italien,Demeter (Deutschland),6x1kg,21.5635,1.3062,7
Trockenware,540602,Langkornreis parboiled DEMETER,Spielberger,Italien,Demeter (Deutschland),6x1kg,29.3985,1.7808,7
Trockenware,540603,Langkornreis parboiled DEMETER,Spielberger,Italien,Demeter (Deutschland),4x500g,11.1862,0.6776,7
Trockenware,540662,Basmati weiß & Wildreis-Mischung DEMETER FairTrade,Davert Mühle,Diverse,Demeter (Deutschland),8x500g,34.1133,2.0664,7
Trockenware,540675,Langkornreis Thaibonnet weiß DEMETER,Spielberger,Italien,Demeter (Deutschland),6x1kg,23.7822,1.4406,7
Trockenware,540676,Langkornreis Thaibonnet weiß DEMETER,Spielberger,Italien,Demeter (Deutschland),4x500g,9.7533,0.5908,7
Trockenware,540677,Risottoreis Arborio weiß DEMETER,Spielberger,Italien,Demeter (Deutschland),4x500g,14.0059,0.8484,7
Trockenware,540678,Himalaya Basmati Duftreis Langkorn weiß,Davert Mühle,Pakistan,EG-Bio,8x1kg,40.2149,2.436,7
Trockenware,540686,Basmati Reis weiß DEMETER FairTrade,Davert Mühle,Indien,Demeter (Deutschland),8x1kg,46.6862,2.828,7
Trockenware,540687,Basmati Vollkornreis DEMETER FairTrade,Davert Mühle,Indien,Demeter (Deutschland),8x1kg,43.3581,2.6264,7
Trockenware,540694,Echter Basmatireis natur DEMETER,Spielberger,Indien,Demeter (Deutschland),4x500g,10.9551,0.6636,7
Trockenware,540695,Echter Basmatireis natur DEMETER,Spielberger,Indien,Demeter (Deutschland),6x1kg,30.2998,1.8354,7
Trockenware,540696,Echter Basmatireis weiß DEMETER,Spielberger,Indien,Demeter (Deutschland),4x500g,11.4636,0.6944,7
Trockenware,540697,Echter Basmatireis weiß DEMETER,Spielberger,Indien,Demeter (Deutschland),6x1kg,34.1826,2.0706,7
Trockenware,540698,Jasminreis weiß DEMETER,Spielberger,Italien,Demeter (Deutschland),4x500g,9.7533,0.5908,7
Trockenware,540733,Buchweizen,Davert Mühle,Polen,EG-Bio,8x1kg,41.2318,2.4976,7
Trockenware,540735,Quinoa rot,Davert Mühle,Diverse,EG-Bio,8x200g,20.6159,1.2488,7
Trockenware,540737,Quinoa Tricolore - drei Farben gemischt,Davert Mühle,Diverse,100% Biozutaten,8x200g,17.8425,1.0808,7
Trockenware,540738,Quinoa weiß,Davert Mühle,Diverse,EG-Bio,8x200g,17.8425,1.0808,7
Trockenware,540746,Buchweizen aus deutschem Anbau BIOLAND,Bohlsener Mühle,Deutschland,Bioland,6x500g,16.3633,0.9912,7
Trockenware,540748,Quinoa aus deutschem Anbau BIOLAND,Bohlsener Mühle,Deutschland,Bioland,6x200g,12.8272,0.777,7
Trockenware,540776,Roter Vollkorn-Reis aus dem Piemont,Davert Mühle,Italien,EG-Bio,8x250g,17.6576,1.0696,7
Trockenware,540781,Arborio Vollkornreis für Risotto,Davert Mühle,Italien,EG-Bio,8x500g,26.3477,1.596,7
Trockenware,540782,Parboiled Reis Langkorn,Davert Mühle,Diverse,EG-Bio,8x1kg,34.2058,2.072,7
Trockenware,540783,Langkornreis weiß FairTrade DEMETER,Davert Mühle,Indien,Demeter (Deutschland),8x500g,18.3972,1.1144,7
Trockenware,540783,Langkornreis weiß FairTrade DEMETER,Davert Mühle,Indien,Demeter (Deutschland),8x500g,18.3972,1.1144,7
Trockenware,540785,Langkorn Naturreis Vollkorn FairTrade DEMETER,Davert Mühle,Diverse,Demeter (Deutschland),8x1kg,35.3151,2.1392,7
Trockenware,540788,Schwarzer Nerone Vollkorn-Reis aus dem Piemont,Davert Mühle,Italien,EG-Bio,8x250g,22.28,1.3496,7
Trockenware,540800,Hirse aus deutschem Anbau BIOLAND,Bohlsener Mühle,Deutschland,Bioland,6x500g,17.2647,1.0458,7
Trockenware,540801,Braunhirse gemahlen,Vitaldoc,Diverse,EG-Bio,10x500g,49.3441,2.989,7
Trockenware,540803,Basilikumsamen,Vitaldoc,Diverse,EG-Bio,150g,12.8272,0.777,7
Trockenware,540805,Pearl Couscous mit Gourmet Berglinsen - Kochbeutel,Davert Mühle,Diverse,100% Biozutaten,6x250g,13.7979,0.8358,7
Trockenware,540806,Ribe Risotto Reis weiß,Davert Mühle,Italien,EG-Bio,8x500g,20.431,1.2376,7
Trockenware,540825,Jasminreis weiß DEMETER mit Stäbchen,Spielberger,Italien,Demeter (Deutschland),11x500g,29.4909,1.7864,7
Trockenware,540826,Echter Basmatireis weiß DEMETER mit Stäbchen,Spielberger,Indien,Demeter (Deutschland),11x500g,33.8129,2.0482,7
Trockenware,541999,Braunhirse frischgekeimt,Vitaldoc,Diverse,EG-Bio,8x250g,120.1824,7.28,7
Trockenware,542026,Süßlupinenmehl,Govinda,Diverse,EG-Bio,6x300g,27.8731,1.6884,7
Trockenware,542047,Buchweizenmehl DEMETER,Spielberger,Tschechische Republik,Demeter (Deutschland),4x500g,10.724,0.6496,7
Trockenware,542072,Mais-Paniermehl glutenfrei,Bauck,Deutschland,EG-Bio,6x200g,10.4004,0.63,7
Trockenware,542181,Traubenkernmehl,Govinda,Deutschland,EG-Bio,6x200g,24.5449,1.4868,7
Trockenware,542182,Gerstengraupen aus Bayern DEMETER,Tagwerk,Bayern,Demeter (Deutschland),8x500g,15.7162,0.952,7
Trockenware,542186,Dinkelino Kochdinkel BIOLAND,Kornkreis,Baden-Württemberg,Bioland,6x500g,19.6221,1.1886,7
Trockenware,542201,Kichererbsenmehl glutenfrei,Bauck,Diverse,EG-Bio,6x500g,17.1953,1.0416,7
Trockenware,542202,Maismehl glutenfrei DEMETER,Bauck,Italien,Demeter (Deutschland),6x500g,14.4219,0.8736,7
Trockenware,542213,Reismehl hell glutenfrei,Bauck,Italien,EG-Bio,6x500g,17.1953,1.0416,7
Trockenware,542214,Mehl-Mix glutenfrei universal,Bauck,Diverse,100% Biozutaten,6x800g,22.0488,1.3356,7
Trockenware,542219,Mehl-Mix glutenfrei für Kuchen,Bauck,Diverse,100% Biozutaten,6x800g,22.8809,1.386,7
Trockenware,542229,Weizenkeime roh fein,Amanprana,Diverse,EG-Bio,6x200g,42.8496,2.5956,7
Trockenware,542232,Mandelmehl glutenfrei,Bauck,Diverse,EG-Bio,6x200g,54.2208,3.2844,7
Trockenware,542233,Kokosmehl glutenfrei,Bauck,Diverse,EG-Bio,6x250g,11.3711,0.6888,7
Trockenware,542239,Weizenmehl aus Bayern Type Dunst,Tagwerk,Bayern,EG-Bio,8x1kg,19.4141,1.176,7
Trockenware,542247,Buchweizenmehl aus Bayern,Tagwerk,Bayern,Naturland          ,8x500g,26.3477,1.596,7
Trockenware,542252,Natron,Gesund & Leben Guterrat,Diverse,konventionell,200g,3.1317,0.1897,7
Trockenware,542257,Leinsaat braun geschrotet,Bauck,Diverse,Demeter (Deutschland),6x200g,9.083,0.5502,7
Trockenware,542265,Dinkelmehl Typ 630 Rösslerhof BIOLAND,Rösslerhof,Regional,Bioland,10x1kg,31.4323,1.904,7
Trockenware,542266,Weizenmehl Typ 550 Rösslerhof BIOLAND,Rösslerhof,Regional,Bioland,10x1kg,19.0674,1.155,7
Trockenware,542269,Spätzlesmehl Rösslerhof BIOLAND,Rösslerhof,Regional,Bioland,10x1kg,20.1074,1.218,7
Trockenware,542271,Bulgur NATURLAND,Davert Mühle,Diverse,Naturland          ,8x500g,14.9766,0.9072,7
Trockenware,542271,Bulgur NATURLAND,Davert Mühle,Diverse,Naturland          ,8x500g,14.9766,0.9072,7
Trockenware,542279,Weizenkeime entölt,Naturata,Diverse,EG-Bio,7x200g,19.0096,1.1515,7
Trockenware,542284,Hafermehl DEMETER glutenfrei,Spielberger,Deutschland,Demeter (Deutschland),4x350g,5.778,0.35,7
Trockenware,542285,Grünkernschrot DEMETER,Spielberger,Deutschland,Demeter (Deutschland),4x500g,12.9427,0.784,7
Trockenware,542286,Dinkel-Vollkorn-Couscous,Spielberger,Italien,EG-Bio,4x500g,12.388,0.7504,7
Trockenware,542288,Mais-Couscous glutenfrei,Spielberger,Italien,EG-Bio,4x500g,14.4219,0.8736,7
Trockenware,542293,Dinkelmehl Type 630 DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),"4x2,5kg",32.3568,1.96,7
Trockenware,542296,Dinkelkleie grob DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x250g,6.2402,0.378,7
Trockenware,542300,Reis-Vollkorngrieß glutenfrei DEMETER,Spielberger,Italien,Demeter (Deutschland),4x500g,11.1862,0.6776,7
Trockenware,542301,Buchweizengrieß glutenfrei,Spielberger,Europäische Union,EG-Bio,4x400g,11.1862,0.6776,7
Trockenware,542303,Mehlmix universal hell glutenfrei DEMETER,Spielberger,Deutschland,Demeter (Deutschland),4x500g,12.9889,0.7868,7
Trockenware,542304,Mehlmix Brot dunkel glutenfrei DEMETER,Spielberger,Diverse,Demeter (Deutschland),4x500g,14.3757,0.8708,7
Trockenware,542317,Weizenmehl Type 550 DEMETER - lose,Spielberger,Europäische Union,Demeter (Deutschland),25kg,48.1885,2.919,7
Trockenware,542318,Kichererbsenmehl BIOLAND glutenfrei,Spielberger,Deutschland,Bioland,4x400g,10.0768,0.6104,7
Trockenware,542325,Amaranth Vollkornmehl glutenfrei DEMETER,Spielberger,Indien,Demeter (Deutschland),4x300g,8.5977,0.5208,7
Trockenware,542326,Braunhirsemehl glutenfrei,Spielberger,Diverse,EG-Bio,4x400g,8.5977,0.5208,7
Trockenware,542327,Kokosmehl glutenfrei,Spielberger,Diverse,EG-Bio,4x400g,9.1986,0.5572,7
Trockenware,542361,Weizenmehl aus Bayern Type 550,Tagwerk,Bayern,EG-Bio,5x1kg,10.1115,0.6125,7
Trockenware,542362,Weizenmehl aus Bayern Type 405,Tagwerk,Bayern,EG-Bio,5x1kg,10.1115,0.6125,7
Trockenware,542389,VORORDER Sternbackform+Rezeptheft mit 1kg WM 550 D,Spielberger,Europäische Union,Demeter (Deutschland),3Set,20.7315,1.2558,19
Trockenware,542390,Sternbackform+Rezeptheft mit 1kg WM 550 DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),3Set,20.7315,1.2558,19
Trockenware,542391,VORORDER Weihnachtsdose+Keksausstecher m. 1kg WM 5,Spielberger,Europäische Union,Demeter (Deutschland),5xSE,23.0542,1.3965,19
Trockenware,542392,Weihnachtsdose+Keksausstecher  mit 1kg WM 550 DEME,Spielberger,Europäische Union,Demeter (Deutschland),5xSE,23.0542,1.3965,19
Trockenware,542408,Hafermehl Vollkorn glutenfrei DEMETER,Bauck,Deutschland,EG-Bio,6x350g,10.4004,0.63,7
Trockenware,542409,Haferkleie glutenfrei DEMETER,Bauck,Deutschland,Demeter (Deutschland),6x300g,12.8965,0.7812,7
Trockenware,542417,Dinkelmehl Typ 630 DEMETER,Bauck,Deutschland,Demeter (Deutschland),10x1kg,31.0856,1.883,7
Trockenware,542418,Weizenmehl Typ 550 DEMETER,Bauck,Deutschland,Demeter (Deutschland),10x1kg,19.5296,1.183,7
Trockenware,542419,Weizenmehl Typ 405 DEMETER,Bauck,Deutschland,Demeter (Deutschland),10x1kg,19.5296,1.183,7
Trockenware,542420,Maisgrieß Polenta aus deutschem Anbau BIOLAND,Landmacher,Deutschland,Bioland,10x500g,21.0319,1.274,7
Trockenware,542440,Weizenmehl Typ 1050,Green organics,Deutschland,EG-Bio,8x1kg,8.9675,0.5432,7
Trockenware,542441,Weizenmehl Typ 550,Green organics,Deutschland,EG-Bio,8x1kg,8.7826,0.532,7
Trockenware,542442,Dinkelmehl Typ 1050,Green organics,Deutschland,EG-Bio,8x1kg,14.6992,0.8904,7
Trockenware,542443,Dinkelmehl Typ 630,Green organics,Deutschland,EG-Bio,8x1kg,14.7917,0.896,7
Trockenware,542461,Sojamehl geröstet glutenfrei,Bauck,Diverse,EG-Bio,6x250g,13.7979,0.8358,7
Trockenware,542467,Dinkel Ruchbrotmehl DEMETER,Spielberger,Deutschland,Demeter (Deutschland),6x1kg,18.0274,1.092,7
Trockenware,542468,Weizen Baguettemehl DEMETER,Spielberger,Deutschland,Demeter (Deutschland),6x1kg,10.8858,0.6594,7
Trockenware,542469,Pizzamehl Tipo 0 DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x1kg,11.5791,0.7014,7
Trockenware,542475,Kartoffelbrotmehl DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x750g,10.8858,0.6594,7
Trockenware,542476,Roggen Schwarzbrotmehl DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x750g,10.8858,0.6594,7
Trockenware,542500,Weizenmehl Typ 550 BIOLAND,Burgermühle,Deutschland,Bioland,6x1kg,6.7949,0.4116,7
Trockenware,542501,Weizenmehl Typ 1050 BIOLAND,Burgermühle,Deutschland,Bioland,6x1kg,6.7949,0.4116,7
Trockenware,542502,Dinkelmehl Typ 630 BIOLAND,Burgermühle,Deutschland,Bioland,6x1kg,13.6592,0.8274,7
Trockenware,542503,Dinkelmehl Type 1050 BIOLAND,Burgermühle,Deutschland,Bioland,6x1kg,13.6592,0.8274,7
Trockenware,542504,Dinkelvollkornmehl BIOLAND,Burgermühle,Deutschland,Bioland,6x1kg,13.6592,0.8274,7
Trockenware,542505,Roggenmehl Typ 1150 BIOLAND,Burgermühle,Deutschland,Bioland,6x1kg,6.7949,0.4116,7
Trockenware,542509,Dinkelmehl Typ 630 BIOLAND Vorrat,Burgermühle,Deutschland,Bioland,4x2kg,12.4805,0.756,7
Trockenware,542510,Roggenmehl Type 1150 DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),"4x2,5kg",18.4434,1.1172,7
Trockenware,542560,Weizenmehl Type 550 DEMETER,WIR. Bio Power Bodensee,Regional,Demeter (Deutschland),6x1kg,14.2139,0.861,7
Trockenware,542561,Weizenmehl Type 1050 DEMETER,WIR. Bio Power Bodensee,Regional,Demeter (Deutschland),6x1kg,14.2139,0.861,7
Trockenware,542562,Goldritter Weizenmehl Type 800 DEMETER,WIR. Bio Power Bodensee,Regional,Demeter (Deutschland),6x1kg,20.7315,1.2558,7
Trockenware,542563,Dinkelmehl Type 630 DEMETER,WIR. Bio Power Bodensee,Regional,Demeter (Deutschland),6x1kg,20.7315,1.2558,7
Trockenware,542564,Dinkelvollkornmehl DEMETER,WIR. Bio Power Bodensee,Regional,Demeter (Deutschland),6x1kg,20.7315,1.2558,7
Trockenware,542570,2-Minuten Polenta glutenfrei,Davert Mühle,Italien,EG-Bio,8x500g,15.9011,0.9632,7
Trockenware,542571,Maisgrieß für Polenta glutenfrei,Davert Mühle,Italien,EG-Bio,8x500g,15.9011,0.9632,7
Trockenware,542572,Mais Couscous glutenfrei,Davert Mühle,Europäische Union,EG-Bio,8x250g,17.4727,1.0584,7
Trockenware,543213,Dreikorn Spritzgebäck,Erdmann Hauser,Diverse,Demeter (Deutschland),6x200g,12.2031,0.7392,7
Trockenware,543261,Hummus Chips Meersalz,Trafo,Diverse,100% Biozutaten,6x75g,13.5205,0.819,7
Trockenware,543262,Hummus Chips Paprika,Trafo,Diverse,100% Biozutaten,6x75g,13.5205,0.819,7
Trockenware,543263,Hummus Chips Rosmarin,Trafo,Diverse,100% Biozutaten,6x75g,13.5205,0.819,7
Trockenware,545000,Haferflocken Kleinblatt BIOLAND,Burgermühle,Deutschland,Bioland,6x500g,6.7949,0.4116,7
Trockenware,545001,Haferflocken Großblatt BIOLAND,Burgermühle,Deutschland,Bioland,6x500g,6.7949,0.4116,7
Trockenware,545005,Haferflocken fein,Green organics,Diverse,EG-Bio,10x500g,11.3249,0.686,7
Trockenware,545006,Haferflocken Großblatt,Green organics,Diverse,EG-Bio,10x500g,11.4404,0.693,7
Trockenware,545020,Braunhirseflocken aus Bayern,Tagwerk,Bayern,Naturland          ,8x500g,32.2644,1.9544,7
Trockenware,545050,Haferflocken Kleinblatt BIOLAND,Davert Mühle,Deutschland,Bioland,6x500g,9.707,0.588,7
Trockenware,545051,Haferflocken Kleinblatt BIOLAND,Davert Mühle,Deutschland,Bioland,4x1kg,11.5098,0.6972,7
Trockenware,545052,Hafer Porridge Flocken Zartblatt BIOLAND,Davert Mühle,Deutschland,Bioland,6x500g,10.9551,0.6636,7
Trockenware,545054,Haferflocken Großblatt BIOLAND,Davert Mühle,Deutschland,Bioland,4x1kg,11.5098,0.6972,7
Trockenware,545081,Hanfsamen geschält,Govinda,Europäische Union,EG-Bio,6x150g,20.9395,1.2684,7
Trockenware,545116,Dinkelflocken Zartblatt DEMETER,Bauck,Deutschland,Demeter (Deutschland),6x425g,14.7686,0.8946,7
Trockenware,545143,5-Korn Flocken glutenfrei DEMETER,Bauck,Diverse,Demeter (Deutschland),6x475g,17.334,1.05,7
Trockenware,545150,Haferflocken Großblatt glutenfrei,Bauck,Deutschland,EG-Bio,6x475g,14.7686,0.8946,7
Trockenware,545158,Buchweizenflocken glutenfrei DEMETER,Bauck,Diverse,Demeter (Deutschland),6x250g,13.8672,0.84,7
Trockenware,545159,Haferflocken Kleinblatt glutenfrei,Bauck,Diverse,EG-Bio,4x1kg,14.9304,0.9044,7
Trockenware,545163,Hirseflocken glutenfrei,Bauck,Frankreich,EG-Bio,6x500g,17.6807,1.071,7
Trockenware,545164,Haferflocken Zartblatt glutenfrei,Bauck,Europäische Union,EG-Bio,6x425g,14.7686,0.8946,7
Trockenware,545166,Haferflocken Großblatt DEMETER,Bauck,Deutschland,Demeter (Deutschland),6x500g,10.4004,0.63,7
Trockenware,545168,Haferflocken Zartblatt DEMETER,Bauck,Deutschland,Demeter (Deutschland),6x425g,10.4004,0.63,7
Trockenware,545170,Haferflocken Großblatt DEMETER - Vorrat,Spielberger,Europäische Union,Demeter (Deutschland),5kg,12.4805,0.756,7
Trockenware,545173,Haferflocken fein Kleinblatt DEMETER - Vorrat,Spielberger,Europäische Union,Demeter (Deutschland),5kg,12.4805,0.756,7
Trockenware,545174,Haferflocken fein Kleinblatt DEMETER - lose,Spielberger,Europäische Union,Demeter (Deutschland),25kg,56.3355,3.4125,7
Trockenware,545176,Dinkelflocken Großblatt - unverpackt,Spielberger,Europäische Union,EG-Bio,"2,5kg",10.1693,0.616,7
Trockenware,545180,Haferflocken Kleinblatt DEMETER,Bauck,Deutschland,Demeter (Deutschland),6x500g,10.4004,0.63,7
Trockenware,545181,6-Kornflocken ohne Weizen DEMETER,Bauck,Diverse,Demeter (Deutschland),6x500g,13.3818,0.8106,7
Trockenware,545207,Haferflocken Zartblatt DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),2kg,6.3442,0.3843,7
Trockenware,545237,Quinoaflocken glutenfrei,Spielberger,Diverse,EG-Bio,4x250g,12.5729,0.7616,7
Trockenware,545238,5-Kornflocken Zartblatt DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x375g,10.8164,0.6552,7
Trockenware,545244,Amaranthflocken glutenfrei DEMETER,Spielberger,Indien,Demeter (Deutschland),4x250g,10.6315,0.644,7
Trockenware,545285,Darm Wohl Flocken DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x500g,16.7793,1.0164,7
Trockenware,545286,High Protein Flocken DEMETER,Spielberger,Europäische Union,Demeter (Deutschland),6x500g,16.7793,1.0164,7
