Kategorie,ArtikelNr,Bezeichnung,Hersteller,Land,Qualitaet,Gebinde,PreisInklMwst,EntMwst,MwstSatz
Drogerie Kosmetik Nonfood,571809,MEMO Backpapier-Zuschnitte ungebleicht 38x42cm 30,Memo,Diverse,nicht per Bio-VO geregelt,24Stück,45.9588,6.7944,19
Drogerie Kosmetik Nonfood,571810,Repair Leave-in Spülung,Bioturm,Diverse,Naturkosmetik (BNN),150ml,6.4003,0.9462,19
Drogerie Kosmetik Nonfood,571811,Haaröl,Bioturm,Diverse,Naturkosmetik (BNN),50ml,8.161,1.2065,19
Drogerie Kosmetik Nonfood,571812,Hitzeschutzspray,Bioturm,Diverse,Naturkosmetik (BNN),150ml,8.5851,1.2692,19
Drogerie Kosmetik Nonfood,571813,Shampoo Tiefenreinigung,Bioturm,Diverse,Naturkosmetik (BNN),200ml,6.2718,0.9272,19
Drogerie Kosmetik Nonfood,571814,Trockenshampoo hell im Spender,Bioturm,Diverse,Naturkosmetik (BNN),20g,6.8887,1.0184,19
Drogerie Kosmetik Nonfood,571816,3-in1 Pflegelotion MED Baby Weiße Malve-parfümfrei,Weleda,Diverse,Naturkosmetik (BNN),200ml,12.5693,1.8582,19
Drogerie Kosmetik Nonfood,571817,Geschenkset Babypflege mit Wickelunterlage,Weleda,Diverse,Naturkosmetik (BNN),Stück,22.9151,3.3877,19
Drogerie Kosmetik Nonfood,571820,BIOCLEAN Waschmittel Lavendel,Bioclean,Diverse,WP,6x1l,20.8974,3.0894,19
Drogerie Kosmetik Nonfood,571821,BIOCLEAN Spülmittel Lemongrass,Bioclean,Diverse,WP,6x500ml,9.4077,1.3908,19
Drogerie Kosmetik Nonfood,571822,BIOCLEAN Badreiniger Bergminze,Bioclean,Diverse,WP,6x500ml,10.333,1.5276,19
Drogerie Kosmetik Nonfood,571823,BIOCLEAN Allzweckreiniger Orange,Bioclean,Diverse,WP,6x500ml,9.4077,1.3908,19
Drogerie Kosmetik Nonfood,571824,BIOCLEAN Glasreiniger,Bioclean,Diverse,WP,6x500ml,9.8703,1.4592,19
Drogerie Kosmetik Nonfood,571825,BIOCLEAN Geschirr - Reiniger Tabs Sensitiv 25Stück,Bioclean,Diverse,WP,6x500g,23.2107,3.4314,19
Drogerie Kosmetik Nonfood,571826,BIOCLEAN WC - Reiniger Bergminze,Bioclean,Diverse,WP,6x750ml,9.7932,1.4478,19
Drogerie Kosmetik Nonfood,571828,ESSENTIALS Glas-Reiniger Minze,Ecover Essential,Diverse,WP,6x500ml,22.5167,3.3288,19
Drogerie Kosmetik Nonfood,571829,AUROMÈRE Lippenpflege Akut-Lotion,spa vivent Vertriebs GmbH,Diverse,Naturkosmetik (BNN),10ml,8.3281,1.2312,19
Drogerie Kosmetik Nonfood,571830,Serum Pore Control,Sante,Diverse,Naturkosmetik (BNN),30ml,11.9267,1.7632,19
Drogerie Kosmetik Nonfood,571831,Kohlenzange,Aromandise,Indien,nicht per Bio-VO geregelt,Stück,2.2491,0.3325,19
Drogerie Kosmetik Nonfood,571843,Pure Erfrischung Energiedusche Zitrone,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571844,Fruchtige Harmonie Vitaldusche Grapef.- Blutorange,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571845,Reine Liebe Balancedusche Granatapfel,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571846,Glückserlebnis Verwöhndusche Verbene-Limette,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571847,Sanfte Verführung Pflegedusche Vanille,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571848,Blüten Poesie Wohlfühldusche Rose,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571849,Seelenschmeichler Relaxdusche Lavendel,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571850,Waldsinfonie Naturkraftdusche Wacholder,Bioturm,Diverse,Naturkosmetik (BNN),200ml,4.5625,0.6745,19
Drogerie Kosmetik Nonfood,571852,Zarte Berührung Bodylotion Rose,Bioturm,Diverse,Naturkosmetik (BNN),200ml,8.4695,1.2521,19
Drogerie Kosmetik Nonfood,571853,Süßes Versprechen Bodylotion Vanille,Bioturm,Diverse,Naturkosmetik (BNN),200ml,8.4695,1.2521,19
Drogerie Kosmetik Nonfood,571854,Pure Lebenslust Bodylotion Granatapfel,Bioturm,Diverse,Naturkosmetik (BNN),200ml,8.4695,1.2521,19
Drogerie Kosmetik Nonfood,571855,Genuss Moment Bodylotion Grapefruit - Blutorange,Bioturm,Diverse,Naturkosmetik (BNN),200ml,8.4695,1.2521,19
Drogerie Kosmetik Nonfood,571856,Zitrus Kuss Bodylotion Zitrone,Bioturm,Diverse,Naturkosmetik (BNN),200ml,8.4695,1.2521,19
Drogerie Kosmetik Nonfood,571857,Nordic Berry Creamy Body Wash,Urtekram,Diverse,Naturkosmetik (BNN),200ml,5.2051,0.7695,19
Drogerie Kosmetik Nonfood,571858,Nordic Berry Nourishing Body Cream,Urtekram,Diverse,Naturkosmetik (BNN),200ml,6.4903,0.9595,19
Drogerie Kosmetik Nonfood,571859,Calendula Schlaf Gut Bad,Weleda,Diverse,Naturkosmetik (BNN),200ml,7.3256,1.083,19
Drogerie Kosmetik Nonfood,571860,Nordic Berry Spray Conditioner,Urtekram,Diverse,Naturkosmetik (BNN),250ml,5.6292,0.8322,19
Drogerie Kosmetik Nonfood,571861,Calendula Erkältungszeit Bad,Weleda,Diverse,Naturkosmetik (BNN),75ml,5.3207,0.7866,19
Drogerie Kosmetik Nonfood,571862,Calendula Gesichtscreme Parfümfrei,Weleda,Diverse,Naturkosmetik (BNN),50ml,5.9119,0.874,19
Drogerie Kosmetik Nonfood,571863,3in1 Wundschutzcreme MED Baby Weiße Malve,Weleda,Diverse,Naturkosmetik (BNN),50ml,7.0172,1.0374,19
Drogerie Kosmetik Nonfood,571864,3in1 Waschbalsam MED Weiße Malve,Weleda,Diverse,Naturkosmetik (BNN),200ml,7.3256,1.083,19
Drogerie Kosmetik Nonfood,571865,3in1 SOS Balsam MED Baby Weiße Malve,Weleda,Diverse,Naturkosmetik (BNN),50ml,8.9321,1.3205,19
Drogerie Kosmetik Nonfood,571867,Natural Lip Serum,Benecos,Diverse,Naturkosmetik (BNN),"4,8ml",3.9456,0.5833,19
Drogerie Kosmetik Nonfood,571868,Natural Lip Plumper,Benecos,Diverse,Naturkosmetik (BNN),"4,8ml",3.9456,0.5833,19
Drogerie Kosmetik Nonfood,571869,Lip Balm Hyaluron - Blister,Benecos,Diverse,Naturkosmetik (BNN),"4,7g",2.0178,0.2983,19
Drogerie Kosmetik Nonfood,571870,Tinted Lip Balm mit LSF - soft bloom,Benecos,Diverse,Naturkosmetik (BNN),"4,7g",2.5704,0.38,19
Drogerie Kosmetik Nonfood,571871,Tinted Lip Balm mit LSF - coral breeze,Benecos,Diverse,Naturkosmetik (BNN),"4,7g",2.5704,0.38,19
Drogerie Kosmetik Nonfood,571872,Tinted Lip Balm mit LSF - berry bliss,Benecos,Diverse,Naturkosmetik (BNN),"4,7g",2.5704,0.38,19
Drogerie Kosmetik Nonfood,571873,Mizellenwasser - Aloe Vera & Lavendel,Benecos,Diverse,Naturkosmetik (BNN),150ml,2.0178,0.2983,19
Drogerie Kosmetik Nonfood,571874,Reinigungsschaum - Aloe Vera & Lavendel,Benecos,Diverse,Naturkosmetik (BNN),150ml,3.47,0.513,19
Drogerie Kosmetik Nonfood,571876,Gesichtsserum Feuchtigkeit - HYDRIERER:IN,Benecos,Diverse,Naturkosmetik (BNN),50ml,3.3672,0.4978,19
Drogerie Kosmetik Nonfood,571877,Gesichtserum Prä- und Probiotik - BALANCIERER:IN,Benecos,Diverse,Naturkosmetik (BNN),50ml,3.3672,0.4978,19
Drogerie Kosmetik Nonfood,571878,Augencreme - BALANCIERER:IN,Benecos,Diverse,Naturkosmetik (BNN),15ml,3.3672,0.4978,19
Drogerie Kosmetik Nonfood,571880,Handcreme Aprikose - HANDLICH,Benecos,Diverse,Naturkosmetik (BNN),100ml,2.1334,0.3154,19
Drogerie Kosmetik Nonfood,571881,Handcreme Lavendel - HOCH DIE HÄNDE,Benecos,Diverse,Naturkosmetik (BNN),100ml,2.1334,0.3154,19
Drogerie Kosmetik Nonfood,571882,Handcreme Aprikose mini - HANDLICH,Benecos,Diverse,Naturkosmetik (BNN),20ml,0.7197,0.1064,19
Drogerie Kosmetik Nonfood,571883,Reine Sheabutter,Benecos,Diverse,Naturkosmetik (BNN),100ml,5.7448,0.8493,19
Drogerie Kosmetik Nonfood,571884,Körperbutter Macadamia,Benecos,Diverse,Naturkosmetik (BNN),100ml,5.7448,0.8493,19
Drogerie Kosmetik Nonfood,571889,Body Lotion Hydro Refresh,Lavera,Diverse,Naturkosmetik (BNN),200ml,5.8991,0.8721,19
Drogerie Kosmetik Nonfood,571892,Blütenseife Lavendel,Savon du Midi,Frankreich,Naturkosmetik (BNN),9x100g,17.5815,2.5992,19
Drogerie Kosmetik Nonfood,571893,Blütenseife Pfingstrose,Savon du Midi,Frankreich,Naturkosmetik (BNN),9x100g,17.5815,2.5992,19
Drogerie Kosmetik Nonfood,571894,Sonnenfluid Sensitiv LSF 50,Lavera,Diverse,Naturkosmetik (BNN),40ml,7.5184,1.1115,19
Drogerie Kosmetik Nonfood,571895,Duftmischung Alles Liebe,Primavera,Diverse,nicht per Bio-VO geregelt,5ml,7.0686,1.045,19
Drogerie Kosmetik Nonfood,571897,Raumspray Alles Liebe,Primavera,Diverse,nicht per Bio-VO geregelt,50ml,10.6415,1.5732,19
Drogerie Kosmetik Nonfood,571899,Zahnbürstenköpfe zum Wechseln - natur 4St,Yaweco,Diverse,nicht per Bio-VO geregelt,6Stück,24.3674,3.6024,19
Drogerie Kosmetik Nonfood,571900,Zahncreme Myrrhe Total Care,Sante,Diverse,Naturkosmetik (BNN),75ml,2.1334,0.3154,19
Drogerie Kosmetik Nonfood,571901,Zahncreme Minze Total Care,Sante,Diverse,Naturkosmetik (BNN),75ml,2.1334,0.3154,19
Drogerie Kosmetik Nonfood,571902,Zahngel Vitamin B12 Sensitive Care ohne Fluorid,Sante,Diverse,Naturkosmetik (BNN),75ml,3.2901,0.4864,19
Drogerie Kosmetik Nonfood,571903,Zahncreme Vitamin B12 Sensitive Care mit Fluorid,Sante,Diverse,Naturkosmetik (BNN),75ml,3.2901,0.4864,19
Drogerie Kosmetik Nonfood,571905,Decke 100% Merinowool - ruby red - 130x200cm,Kauf,Diverse,,Stück,79.6824,11.78,19
Drogerie Kosmetik Nonfood,571906,Decke 100% Merinowool - saffron - 130x200cm,Kauf,Diverse,,Stück,79.6824,11.78,19
Drogerie Kosmetik Nonfood,571907,Decke 100% Merinowool - dusty green - 130x200cm,Kauf,Diverse,,Stück,79.6824,11.78,19
Drogerie Kosmetik Nonfood,571908,Decke 100% Merinowool - taupe - 130x200cm,Kauf,Diverse,,Stück,79.6824,11.78,19
Drogerie Kosmetik Nonfood,571909,Decke 100% Merinowool - pale lavender - 130x200cm,Kauf,Diverse,,Stück,79.6824,11.78,19
Drogerie Kosmetik Nonfood,571910,Zahnpasta Zahnheld Mint,Zahnheld,Deutschland,Naturkosmetik (BNN),75ml,2.9303,0.4332,19
Drogerie Kosmetik Nonfood,571911,Zahnpasta Zahnheld Minerals,Zahnheld,Deutschland,Naturkosmetik (BNN),75ml,3.6628,0.5415,19
Drogerie Kosmetik Nonfood,571912,Mundspülung Mint,Zahnheld,Deutschland,Naturkosmetik (BNN),400ml,6.5674,0.9709,19
Drogerie Kosmetik Nonfood,571913,Rosenholz,Primavera,RM,Naturkosmetik (BNN),5ml,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,571917,Aroma Duftstein Lava,Primavera,Volksrepublik China,nicht per Bio-VO geregelt,Stück,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,571918,Duftstein Anhänger Herz - weiß,Primavera,Slowakei,nicht per Bio-VO geregelt,15Stück,29.6881,4.389,19
Drogerie Kosmetik Nonfood,571930,Schmusebad Beste Freunde,Lüttes Welt,Diverse,Naturkosmetik (BNN),12x80g,20.5118,3.0324,19
Drogerie Kosmetik Nonfood,571931,Badeschaumkissen Beste Freunde,Lüttes Welt,Diverse,Naturkosmetik (BNN),12x50g,18.9696,2.8044,19
Drogerie Kosmetik Nonfood,571932,Magische Badewasserfarbe Beste Freunde,Lüttes Welt,Diverse,Naturkosmetik (BNN),12x80g,20.5118,3.0324,19
Drogerie Kosmetik Nonfood,571933,Aroma Sauna Waldgefühl,Primavera,Diverse,95%,100ml,12.7877,1.8905,19
Drogerie Kosmetik Nonfood,571934,Aroma Sauna Zitrusfreude,Primavera,Diverse,95%,100ml,12.7877,1.8905,19
Drogerie Kosmetik Nonfood,571935,Aroma Duschgel Balance - ausgleichend,Sante,Diverse,Naturkosmetik (BNN),200ml,2.7246,0.4028,19
Drogerie Kosmetik Nonfood,571936,Aroma Duschgel Happines - belebend,Sante,Diverse,Naturkosmetik (BNN),200ml,2.7246,0.4028,19
Drogerie Kosmetik Nonfood,571937,Aroma Duschgel Energy - belebend & erfrischend,Sante,Diverse,Naturkosmetik (BNN),200ml,2.7246,0.4028,19
Drogerie Kosmetik Nonfood,571938,Seife LOVE,Sodasan,Diverse,Naturkosmetik (BNN),12x80g,30.6906,4.5372,19
Drogerie Kosmetik Nonfood,571939,Seife THANX,Sodasan,Diverse,Naturkosmetik (BNN),12x80g,30.6906,4.5372,19
Drogerie Kosmetik Nonfood,571940,Mundspülung,Primavera,Diverse,Naturkosmetik (BNN),250ml,7.0686,1.045,19
Drogerie Kosmetik Nonfood,571941,Erkältungszeit Duftmischung,Primavera,Diverse,Naturkosmetik (BNN),5ml,8.4952,1.2559,19
Drogerie Kosmetik Nonfood,571942,Kopfwohl Roll-On,Primavera,Diverse,Naturkosmetik (BNN),10ml,8.4952,1.2559,19
Drogerie Kosmetik Nonfood,571944,Schlafwohl - Kissenspray,Primavera,Diverse,Naturkosmetik (BNN),30ml,9.2149,1.3623,19
Drogerie Kosmetik Nonfood,571946,Muskelwohl Massageöl,Primavera,Diverse,Naturkosmetik (BNN),50ml,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,571947,Schlafwohl Roll-On,Primavera,Diverse,Naturkosmetik (BNN),10ml,8.4952,1.2559,19
Drogerie Kosmetik Nonfood,571948,Schlafwohl Duftmischung,Primavera,Diverse,Naturkosmetik (BNN),5ml,7.0686,1.045,19
Drogerie Kosmetik Nonfood,571949,Entspannung Körperöl,Primavera,Diverse,Naturkosmetik (BNN),50ml,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,571950,Schimmel-Stopp - Sprühflasche,Auro,Diverse,konventionell,500ml,10.1402,1.4991,19
Drogerie Kosmetik Nonfood,571951,Haarspülung Hanf - Ganz Relaxt - für normales Haar,Benecos,Diverse,Naturkosmetik (BNN),250ml,4.3054,0.6365,19
Drogerie Kosmetik Nonfood,571952,Haarspülung Traube - Volume 2,Benecos,Diverse,Naturkosmetik (BNN),250ml,4.3054,0.6365,19
Drogerie Kosmetik Nonfood,571953,Pure Beauty 3in1 Reinigungsmaske,Lavera,Diverse,Naturkosmetik (BNN),125ml,5.0123,0.741,19
Drogerie Kosmetik Nonfood,571954,Pure Beauty Gesichtswasser,Lavera,Diverse,Naturkosmetik (BNN),200ml,5.6806,0.8398,19
Drogerie Kosmetik Nonfood,571955,Pure Beauty Liquid Refiner - Peeling,Lavera,Diverse,Naturkosmetik (BNN),100ml,7.5184,1.1115,19
Drogerie Kosmetik Nonfood,571956,Pure Beauty Serum,Lavera,Deutschland,Naturkosmetik (BNN),30ml,8.3538,1.235,19
Drogerie Kosmetik Nonfood,571957,Pure Beauty Mattierende Tagescreme,Lavera,Diverse,Naturkosmetik (BNN),50ml,8.3538,1.235,19
Drogerie Kosmetik Nonfood,571958,Pure Beauty Spot Treatment,Lavera,Deutschland,Naturkosmetik (BNN),15ml,5.0123,0.741,19
Drogerie Kosmetik Nonfood,571959,Scheuerschwamm,Sonett,Diverse,nicht per Bio-VO geregelt,6x2Stück,11.9524,1.767,19
Drogerie Kosmetik Nonfood,571959,Scheuerschwamm,Sonett,Diverse,nicht per Bio-VO geregelt,6x2Stück,11.9524,1.767,19
Drogerie Kosmetik Nonfood,571960,Anti Zeck Hautspray - Luftdruckflasche,Aries,Großbritannien+Insel Man,konventionell,100ml,7.3899,1.0925,19
Drogerie Kosmetik Nonfood,571961,Fragrance Body & Hair Mist Vanilla Cloud,Weleda,Diverse,Naturkosmetik (BNN),95ml,8.945,1.3224,19
Drogerie Kosmetik Nonfood,571961,Fragrance Body & Hair Mist Vanilla Cloud,Weleda,Diverse,Naturkosmetik (BNN),95ml,8.945,1.3224,19
Drogerie Kosmetik Nonfood,571962,Fragrance Body & Hair Mist Tropical Crush,Weleda,Diverse,Naturkosmetik (BNN),95ml,8.945,1.3224,19
Drogerie Kosmetik Nonfood,571962,Fragrance Body & Hair Mist Tropical Crush,Weleda,Diverse,Naturkosmetik (BNN),95ml,8.945,1.3224,19
Drogerie Kosmetik Nonfood,571963,Fragrance Body & Hair Mist Mystic Aura,Weleda,Diverse,Naturkosmetik (BNN),95ml,8.945,1.3224,19
Drogerie Kosmetik Nonfood,571963,Fragrance Body & Hair Mist Mystic Aura,Weleda,Diverse,Naturkosmetik (BNN),95ml,8.945,1.3224,19
Drogerie Kosmetik Nonfood,571965,Verry Cherry Shower Cream,Weleda,Diverse,Naturkosmetik (BNN),200ml,6.2461,0.9234,19
Drogerie Kosmetik Nonfood,571966,Verry Cherry Handcreme,Weleda,Diverse,Naturkosmetik (BNN),50ml,4.4339,0.6555,19
Drogerie Kosmetik Nonfood,571967,Very Cherry Lip Balm - Limited Edition,Weleda,Diverse,Naturkosmetik (BNN),"4,8g",3.9199,0.5795,19
Drogerie Kosmetik Nonfood,571968,Skin Food Lip Balm,Weleda,Diverse,Naturkosmetik (BNN),"4,8g",3.9199,0.5795,19
Drogerie Kosmetik Nonfood,571969,Skin Food Super Serum,Weleda,Diverse,Naturkosmetik (BNN),30ml,10.9756,1.6226,19
Drogerie Kosmetik Nonfood,571971,Atmewohl - Kissenspray,Primavera,Diverse,Naturkosmetik (BNN),30ml,9.2149,1.3623,19
Drogerie Kosmetik Nonfood,571974,Träum süß Baby & Kinder Balsam,Primavera,Diverse,Naturkosmetik (BNN),30ml,8.4952,1.2559,19
Drogerie Kosmetik Nonfood,571976,MEMO Backpapier-Rolle ungebleicht 38cm x 12m,Memo,Diverse,nicht per Bio-VO geregelt,24Stück,45.9588,6.7944,19
Drogerie Kosmetik Nonfood,571977,Gelenkwohl Einreibung,Primavera,Diverse,Naturkosmetik (BNN),50ml,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,571978,Stapeler Reise-Pflege-Ei in Weißblechhülle,Aries,Diverse,Naturkosmetik (BNN),50g,5.9633,0.8816,19
Drogerie Kosmetik Nonfood,571979,Wattepads,BEL nature,Türkei,EG-Bio,20x70st,30.0737,4.446,19
Drogerie Kosmetik Nonfood,571982,Sheabutter Soft - Weißblechdose,Finigrana,Burkina Faso,Naturkosmetik (BNN),100ml,5.7063,0.8436,19
Drogerie Kosmetik Nonfood,571983,Mangobutter 100% - Weißblechdose,Finigrana,Indien,Naturkosmetik (BNN),100ml,10.8471,1.6036,19
Drogerie Kosmetik Nonfood,571984,Mangobutter 100% Kleingröße - Weißblechdose,Finigrana,Indien,Naturkosmetik (BNN),25ml,5.0765,0.7505,19
Drogerie Kosmetik Nonfood,571985,Sheabutter Soft Kleingröße - Weißblechdose,Finigrana,Indien,Naturkosmetik (BNN),25ml,3.1487,0.4655,19
Drogerie Kosmetik Nonfood,571986,Handcreme Lavendel mini - HOCH DIE HÄNDE,Benecos,Diverse,Naturkosmetik (BNN),20ml,0.7197,0.1064,19
Drogerie Kosmetik Nonfood,571987,Waschpulver Zero Universal Konzentrat,Ecover,Belgien,konventionell,"10x1,2kg",66.3163,9.804,19
Drogerie Kosmetik Nonfood,571988,Waschpulver Color,Ecover,Diverse,konventionell,4x3kg,61.3297,9.0668,19
Drogerie Kosmetik Nonfood,571989,Woll- und Feinwaschmittel Wasserlilie-Honigmelone,Ecover,Diverse,konventionell,5l,23.3007,3.4447,19
Drogerie Kosmetik Nonfood,571990,Belebendes Haar-Tonikum,Weleda,Diverse,Naturkosmetik (BNN),100ml,11.2198,1.6587,19
Drogerie Kosmetik Nonfood,571991,Exo Boost Blauer Enzian - Collagen Tuchmaske,Weleda,Diverse,Naturkosmetik (BNN),20ml,4.254,0.6289,19
Drogerie Kosmetik Nonfood,571992,Exo Boost Feuchtigkeit - Hyaluron Tuchmaske,Weleda,Diverse,Naturkosmetik (BNN),20ml,3.3929,0.5016,19
Drogerie Kosmetik Nonfood,571995,Hydro Shine Shampoo m. OnPack 50ml Spülung - Feuch,Weleda,Diverse,Naturkosmetik (BNN),1 ,5.9762,0.8835,19
Drogerie Kosmetik Nonfood,571996,WARENPAKET Fragrance Body & Hair Mist,Weleda,Diverse,Naturkosmetik (BNN),Paket,104.4739,15.4451,19
Drogerie Kosmetik Nonfood,571996,WARENPAKET Fragrance Body & Hair Mist,Weleda,Diverse,Naturkosmetik (BNN),Paket,104.4739,15.4451,19
Drogerie Kosmetik Nonfood,571999,Waschverstärker,AlmaWin,Diverse,WP,8x240g,27.6575,4.0888,19
Drogerie Kosmetik Nonfood,573000,PINK PEACH Shower Gel - Limited Edition,Weleda,Schweiz,Naturkosmetik (BNN),200ml,6.3103,0.9329,19
Drogerie Kosmetik Nonfood,573001,PINK PEACH Handcreme - Limited Edition,Weleda,Diverse,Naturkosmetik (BNN),50ml,4.4082,0.6517,19
Drogerie Kosmetik Nonfood,573002,PINK PEACH Tinted Lipbalm - Limited Edition,Weleda,Diverse,Naturkosmetik (BNN),7ml,5.2051,0.7695,19
Drogerie Kosmetik Nonfood,573003,Aktionspaket & Display 40 Jahre PRIMAVERA,Primavera,Diverse,nicht per Bio-VO geregelt,Paket,180.6991,26.714,19
Drogerie Kosmetik Nonfood,573004,Raumspray Von Herzen,Primavera,Diverse,nicht per Bio-VO geregelt,50ml,9.6133,1.4212,19
Drogerie Kosmetik Nonfood,573004,Raumspray Von Herzen,Primavera,Diverse,nicht per Bio-VO geregelt,50ml,9.6133,1.4212,19
Drogerie Kosmetik Nonfood,573005,Duftmischung Von Herzen,Primavera,Diverse,nicht per Bio-VO geregelt,5ml,6.3489,0.9386,19
Drogerie Kosmetik Nonfood,573005,Duftmischung Von Herzen,Primavera,Diverse,nicht per Bio-VO geregelt,5ml,6.3489,0.9386,19
Drogerie Kosmetik Nonfood,573006,Körperöl Von Herzen,Primavera,Diverse,Naturkosmetik (BNN),50ml,9.2149,1.3623,19
Drogerie Kosmetik Nonfood,573007,Geschenkset Von Herzen,Primavera,Diverse,nicht per Bio-VO geregelt,Set,7.5056,1.1096,19
Drogerie Kosmetik Nonfood,573007,Geschenkset Von Herzen,Primavera,Diverse,nicht per Bio-VO geregelt,Set,7.5056,1.1096,19
Drogerie Kosmetik Nonfood,573008,Geschenkset Lebensfreude,Primavera,Diverse,nicht per Bio-VO geregelt,Set,8.8936,1.3148,19
Drogerie Kosmetik Nonfood,573008,Geschenkset Lebensfreude,Primavera,Diverse,nicht per Bio-VO geregelt,Set,8.8936,1.3148,19
Drogerie Kosmetik Nonfood,573009,Aktionsdisplay Kids Schulstart,Primavera,Diverse,nicht per Bio-VO geregelt,Display,178.2572,26.353,19
Drogerie Kosmetik Nonfood,573013,Zyklus Balance Öl,Primavera,Diverse,Naturkosmetik (BNN),50ml,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,573014,Duft Roll-On Zyklus Akut,Primavera,Diverse,Naturkosmetik (BNN),10ml,8.4952,1.2559,19
Drogerie Kosmetik Nonfood,573015,Hitzewallungsspray,Primavera,Diverse,Naturkosmetik (BNN),50ml,11.374,1.6815,19
Drogerie Kosmetik Nonfood,573016,Mundziehöl,Primavera,Diverse,Naturkosmetik (BNN),145ml,11.3612,1.6796,19
Drogerie Kosmetik Nonfood,573017,Aktiv Sportgel,Primavera,Diverse,Naturkosmetik (BNN),75ml,14.2143,2.1014,19
Drogerie Kosmetik Nonfood,573019,Kühlendes Hautspray,Primavera,Diverse,Naturkosmetik (BNN),50ml,10.6415,1.5732,19
Drogerie Kosmetik Nonfood,573022,Duschgel 2in1 - Kokos & Limette - Limited Edition,Benecos,Diverse,Naturkosmetik (BNN),500ml,4.2797,0.6327,19
Drogerie Kosmetik Nonfood,573023,Duschgel 2in1 - Brombeere - Limited Edition,Benecos,Diverse,Naturkosmetik (BNN),500ml,4.2797,0.6327,19
Drogerie Kosmetik Nonfood,573024,Duschgel 2in1 - Zitrone - Limited Edition,Benecos,Diverse,Naturkosmetik (BNN),500ml,4.2797,0.6327,19
Drogerie Kosmetik Nonfood,573025,Duschgel 2in1 - Kirschblüte & Matcha - Limited Edi,Benecos,Diverse,Naturkosmetik (BNN),500ml,4.2797,0.6327,19
Drogerie Kosmetik Nonfood,573026,Duschgel 2in1 - Mango & Vanille - Limited Edition,Benecos,Diverse,Naturkosmetik (BNN),500ml,4.2797,0.6327,19
Drogerie Kosmetik Nonfood,573027,Reise- und Geschenkset - Around The World,Benecos,Diverse,Naturkosmetik (BNN),Set,5.295,0.7828,19
Drogerie Kosmetik Nonfood,573029,Universal Gartendünger,Aries,Diverse,nicht per Bio-VO geregelt,6x1kg,37.3222,5.5176,19
Drogerie Kosmetik Nonfood,573030,Dusch-Peeling PURIFY ME,Lavera,Diverse,Naturkosmetik (BNN),200ml,4.0869,0.6042,19
Drogerie Kosmetik Nonfood,573031,Duschgel REFRESH ME Limette & Lemongras,Lavera,Diverse,Naturkosmetik (BNN),250ml,3.5729,0.5282,19
Drogerie Kosmetik Nonfood,573032,Duschgel ENERGIZE ME Orange & Rosmarin,Lavera,Diverse,Naturkosmetik (BNN),250ml,3.5729,0.5282,19
Drogerie Kosmetik Nonfood,573033,Cremedusche Basis Sensitiv Aloe&Mandelöl,Lavera,Diverse,Naturkosmetik (BNN),250ml,3.5729,0.5282,19
Drogerie Kosmetik Nonfood,573034,Pflegeshampoo Basis Sensitiv Hydrate & Care,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573035,Pflegeshampoo Volume & Lift,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573036,Pflegeshampoo Fresh & Clear Anti - Fett,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573037,Pflegeshampoo Repair & Protect,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573038,Pflegeshampoo Color & Shine,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573039,Pflegeshampoo Anti-Schuppen,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573040,Pflegeshampoo Revitalize & Boost,Lavera,Diverse,Naturkosmetik (BNN),250ml,4.8066,0.7106,19
Drogerie Kosmetik Nonfood,573041,Haarspülung Repair & Protect,Lavera,Diverse,Naturkosmetik (BNN),200ml,4.8066,0.7106,19
